text,label,,,,,
【节日】父亲节特惠：剃须刀套装7折！,promotional_others,,,,,
【会员日】每月15号超级会员日，折上95折！,promotional_others,,,,,
【新品】夏季冰丝凉席上市，透气不粘身！,promotional_others,,,,,
【联名】与敦煌博物馆联名丝巾发售！,promotional_others,,,,,
【试用】免费申领新品洗发水，包邮到家！,promotional_others,,,,,
【招募】美妆体验官招募，免费用大牌新品！,promotional_others,,,,,
【紧急】您的身份证被用于注册公司，请立即报警！,junk,,,,,
【公安】您涉嫌参与洗钱案，请拨打110或点击链接自证清白！,junk,,,,,
【法院】传票通知：案号(2025)京0101民初1234号，请查收！,junk,,,,,
【社保局】您的社保卡将被停用，请立即认证！,junk,,,,,
【银行】您的账户存在异常登录，请立即验证身份！,junk,,,,,
"【税务】您有退税¥3,200未领取，点击链接秒到账！",junk,,,,,
【快递】您的包裹被海关扣留，请扫码缴纳关税！,junk,,,,,
【投资】内幕消息：下周涨停股代码000XXX，稳赚！,junk,,,,,
【贷款】无视黑白户，秒批50万，利息低至0.3%！,junk,,,,,
【中奖】恭喜！您获得华为Mate70一台，速领！,junk,,,,,
【Apple】您的设备在杭州有异常登录，请立即锁定。,allow_whitelist,,,,,
【微信】李四撤回了一条消息。,allow_whitelist,,,,,
【短信】验证码：654321，用于登录XX App。,allow_whitelist,,,,,
【日历】明天09:00：团队站会（线上）。,allow_whitelist,,,,,
【备忘录】记得带护照去机场！,allow_whitelist,,,,,
【家庭共享】王五共享了照片“宝宝百天”。,allow_whitelist,,,,,
【健康】您今天的站立目标已完成！,allow_whitelist,,,,,
【Find My】您的MacBook在书房被找到。,allow_whitelist,,,,,
【邮件】您有1封新邮件来自 hr@company.com。,allow_whitelist,,,,,
【订阅】您关注的GitHub仓库有新Issue。,allow_whitelist,,,,,
"【招商银行】您尾号5678的储蓄卡于05月02日收入工资¥15,800.00。",transactional_finance,,,,,
【微信支付】向“美团外卖”付款¥42.50成功。,transactional_finance,,,,,
"【支付宝】余额宝昨日收益¥3.20，当前总资产¥28,500.00。",transactional_finance,,,,,
"【浦发银行】您的信用卡本期账单¥2,340.00，最低还款¥234.00。",transactional_finance,,,,,
【交通银行】您有一笔跨境消费¥890.00（美元125），请注意查收。,transactional_finance,,,,,
"【广发银行】您的理财“稳盈宝”到期，本息¥10,250.00已到账。",transactional_finance,,,,,
【中信证券】您申购的新股“中科信息”中签1000股，请确保账户资金充足。,transactional_finance,,,,,
"【微众银行】您的微粒贷可用额度提升至¥80,000。",transactional_finance,,,,,
【光大银行】您的ETC账户扣费¥35.00（京港澳高速）。,transactional_finance,,,,,
【兴业银行】您的黄金积存账户新增1.2克，市值¥580.00。,transactional_finance,,,,,
【京东】您的订单#JD20250502987654已签收，欢迎再次光临！,transactional_orders,,,,,
【饿了么】您的订单（肯德基全家桶）预计25分钟送达。,transactional_orders,,,,,
【滴滴出行】您已完成行程，费用¥28.50，司机评分5星。,transactional_orders,,,,,
【顺丰】您的文件快递#SF987654321CN已发出，次日达。,transactional_orders,,,,,
【飞猪】您预订的酒店“北京国贸大酒店”已确认，入住：05月10日。,transactional_orders,,,,,
【盒马】您的生鲜订单已打包，骑手10分钟后取货。,transactional_orders,,,,,
【叮咚买菜】您的订单（有机蔬菜套餐）正在配送中。,transactional_orders,,,,,
【携程】您的火车票订单G89次（北京南-上海虹桥）已出票。,transactional_orders,,,,,
【T3出行】您预约的网约车已到达，车牌：沪A56789。,transactional_orders,,,,,
【美团买药】您的感冒药订单已送达，请查收。,transactional_orders,,,,,
【提醒】您的花呗还款日为05月12日，本期应还¥680.00。,transactional_reminders,,,,,
【日历】今天15:00：与客户王总电话会议。,transactional_reminders,,,,,
【普惠快信】曹蒙，欠款违约逾期，于明日将上报征信列入失信黑名单，一人拉黑影响三代子女就读就业，高铁飞机。还款回1！拒收请回复R,junk,,,,,
约吗？同城，全国可✈️联系我🌍：15.00.112..9.3.75,junk,,,,,
【海蓝之谜自营店】3.8奢耀盛典，臻献璀璨挚礼！全店至高到手近11件正装量，抢品类券叠加专属补贴至高减*****元会员专属权益购正满*****元限时享眶周重塑年轻明眸服务，部分商品满额至高再加赠云绒霜3.5mlx2，奢享多重积分兑礼权益即刻下单，奢礼速达3.cn/2GlRL-J9拒收请回复R,junk,,,,,
【海蓝之谜自营店】3.8奢耀盛典，臻献璀璨挚礼！全店至高到手近11件正装量，抢品类券叠加专属补贴至高减*****元会员专属权益购正满*****元限时享眶周重塑年轻明眸服务，部分商品满额至高再加赠云绒霜3.5mlx2，奢享多重积分兑礼权益即刻下单，奢礼速达3.cn/2GlRL-J9拒收请回复R,junk,,,,,
【火山引擎】养龙虾，上火山：开通方舟CodingPlan即刻赠送ArkClaw，诚邀您体验→szacq.cn/YtgBh/拒收请回复R,promotional_others,,,,,
【北京市消费者协会】温馨提示：购买教育培训、体育健身、美容美发等预付卡时，查验商家资质，留存合同凭据，不向个人转账，小额理性充值并尽快使用。,promotional_others,,,,,
【灵光】解锁你的AI助手！热点总结、政策分析，问灵光都知道https://*****拒收请回复R。,promotional_others,,,,,
【中英人寿】尊敬的客户，请输入手机验证码893152，2分钟内有效，请尽快完成操作。,junk,,,,,
【速通互联验证码】您的验证码为8574。尊敬的客户，以上验证码5分钟内有效，请注意保密，切勿告知他人。,transactional_carrier,,,,,
【红果短剧】收益即将过期，点击查看https://*****谨防失效拒收请回复R,junk,,,,,
李舟舟，大众车款还没交？？已过宽限期了，这不是小贷信用卡，车款有抵押物，债权方有权收回的，还不了可以还车。能交下午必须交进来了,junk,,,,,
【好分期】请本人领支付账号预转*****元点hsz71.cn/B9Pej/查看以查为据拒收请回复R,junk,,,,,
🐎用户专享！平台大额补贴来袭👉登陆即领158-398回归礼💥48小时内有效！限时领取送不停！立即领取：https://*****拒收请回复R,junk,,,,,
告别亏损，持续盈利，日入1000+专业导师一对一带赚800+包赚包提亏了全额补应用商店搜索【任小聊】下载注册服务器：csj688登录添加我:*****,junk,,,,,
浏览器搜  *****.vip  新人有扶持，PG电子，300%返现奖赏,junk,,,,,
爸爸好，您是平台特邀用户注册下载送您188彩金随便玩新用户绝对有水我就是客服输没联系我包赔发财之路：*****.cc,junk,,,,,
【西安大鱼评测】官方好礼相赠，笔笔惊喜返，登录随机送18-169，戳pglce.com/lgd5参与，验证码2026拒收请回复R,junk,,,,,
【陕西万钧启峰】限时活动，夏季大派送，登陆官网领888好礼，戳a.nbrerc.com/nbIa查看，验证码2026，拒收请回复R,junk,,,,,
